25.2614781857,64125.6349237,0
25.261619091,63912.1534124,0
25.2617740631,63602.1347168,0
25.2619290352,63640.333848,0
25.2620770931,63959.941442,0
25.2622241974,64120.4493189,0
25.2623710632,63912.6675025,0
25.2625160217,63605.3757197,0
25.262663126,63642.8148917,0
25.2628090382,63960.1873112,0
25.2629551888,64131.4240255,0
25.2631011009,63926.7714532,0
25.2632460594,63612.4612227,0
25.2633931637,63644.2006998,0
25.2635381222,63960.0084972,0
25.2636830807,64127.0207318,0
25.2638280392,63934.3039911,0
25.2639741898,63623.0112461,0
25.2641191483,63647.1511301,0
25.2642641068,63964.2106252,0
25.2644090652,64135.1567668,0
25.2645530701,63938.5731743,0
25.2647001743,63628.5097752,0
25.2648451328,63653.3202116,0
25.264991045,63969.5750439,0
25.2651350498,64145.6844384,0
25.2652800083,63942.3059156,0
25.2654252052,63620.5525542,0
25.2656111717,63634.6565049,0
25.2657680511,63942.6858953,0
25.2659170628,64120.8963538,0
25.2660620213,63928.0231509,0
25.2662141323,63612.7070919,0
25.2663631439,63628.4874235,0
25.2665090561,63937.6791045,0
25.2666540146,64120.091691,0
25.2668001652,63929.9677527,0
25.2669451237,63615.3669495,0
25.2670891285,63632.6001445,0
25.267234087,63939.646058,0
25.2673780918,64128.5630022,0
25.267524004,63944.0717034,0
25.2676701546,63620.7090164,0
25.2678151131,63632.1978131,0
25.2679610252,63930.6606568,0
25.2681059837,64116.6495224,0
25.2682511806,63939.3778371,0
25.2684030533,63620.9101821,0
25.2685492039,63622.8100804,0
25.2686932087,63922.859898,0
25.2688381672,64123.064473,0
25.268982172,63944.988125,0
25.2691261768,63620.1725745,0
25.269272089,63615.3893012,0
25.2694160938,63916.1767264,0
25.269562006,64123.3103422,0
25.2697060108,63947.692686,0
25.2698609829,63622.6983217,0
25.2700099945,63617.4009582,0
25.2701551914,63916.8696304,0
25.2703001499,64123.0421213,0
25.2704451084,63956.7227908,0
25.2706069946,63632.6895514,0
25.2707560062,63624.9781996,0
25.2709012032,63923.9774852,0
25.2710471153,64127.8924498,0
25.2711911201,63957.9521367,0
25.2713370323,63630.0296938,0
25.2715241909,63616.1492605,0
25.2716710567,63912.533392,0
25.2718150616,64125.6349237,0
25.2719590664,63962.1095612,0
25.2721040249,63633.6283247,0
25.2722480297,63610.2036965,0
25.2723929882,63896.7754122,0
25.272536993,64110.5474961,0
25.2726809978,63954.5993751,0
25.2728250027,63631.3484468,0
25.2729721069,63606.9850453,0
25.2731161118,63893.5344092,0
25.2732601166,64117.4541852,0
25.2734041214,63960.2767182,0
25.2735490799,63637.3387143,0
25.2736940384,63611.120118,0
25.2738502026,63898.0718134,0
25.2739651203,64120.8516503,0
25.274077177,63964.0765147,0
25.2741889954,63634.0306561,0
25.2743020058,63604.3251877,0
25.2744140625,63889.9581301,0
25.2745270729,64121.4551474,0
25.2746400833,63975.4759044,0
25.27475214,63644.357162,0
25.2748651505,63612.5282779,0
25.2749800682,63899.1223453,0
25.2750921249,64124.115005,0
25.2752041817,63980.9520818,0
25.2753181458,63649.5874702,0
25.2754302025,63605.8674581,0
25.2755441666,63889.354633,0
25.2756991386,64124.7632056,0
25.2758131027,63978.8286661,0
25.2759251595,63646.8382057,0
25.2760369778,63603.5875802,0
25.2761499882,63885.6442434,0
25.276278019,64129.8146999,0
25.2764031887,63988.2611022,0
25.276515007,63659.757514,0
25.2766280174,63619.7031879,0
25.2767400742,63895.1213831,0
25.2768530846,64131.0216941,0
25.2769651413,63996.7324134,0
25.2770781517,63667.1559414,0
25.2771902084,63610.8071936,0
25.2773020267,63882.0903161,0
25.2774221897,64126.5960487,0
25.2775361538,63993.2231895,0
25.2776491642,63659.8469209,0
25.2782042027,63874.7142404,0
25.2783670425,64127.2889527,0
25.2784872055,63998.2746837,0
25.2786030769,63665.2336914,0
25.2787179947,63596.7032429,0
25.2788310051,63868.187531,0
25.2789740562,64118.7505864,0
25.2790892124,63997.380614,0
25.2792019844,63668.3629356,0
25.2793149948,63599.9889493,0
25.2794270515,63869.238063,0
25.2795391083,64127.0654353,0
25.2796521187,64012.1774688,0
25.2797651291,63678.3988688,0
25.279900074,63604.4145947,0
25.2830281258,63752.1596255,0
25.2871282101,63599.6760249,0
25.2911391258,63807.5025448,0
25.2940561771,64113.5426299,0
25.2980561256,64070.2696526,0
25.3020620346,63752.7184192,0
25.3060650826,63597.0832225,0
25.3101930618,63802.2498849,0
25.3150520325,64112.5144497,0
25.3180730343,64075.3211469,0
25.3220551014,63758.596928,0
25.326059103,63598.9607691,0
25.3300971985,63801.892257,0
25.3340961933,64113.8108508,0
25.3381102085,64081.7584493,0
25.3430809975,63768.655213,0
25.3460981846,63601.3077022,0
25.3491370678,63800.5958558,0
25.3540930748,64105.2054292,0
25.358123064,64077.064583,0
25.3621389866,63766.3529833,0
25.3661651611,63592.5681701,0
25.3711559772,63787.6541957,0
25.3741500378,64102.2997024,0
25.3771932125,64074.0694492,0
25.3821291924,63764.4083815,0
25.3861610889,63584.9238735,0
25.3902060986,63774.7125357,0
25.3942160606,64096.6223594,0
25.3991820812,64074.4047254,0
25.4021980762,63761.4355995,0
25.4052460194,63584.096859,0
25.4102141857,63780.1440096,0
25.4142692089,64094.8789233,0
25.4182779789,64078.4280394,0
25.4223082066,63773.639652,0
25.4253151417,63588.6789666,0
25.4293041229,63775.8301229,0
